problema,ger,log,meu,nf1_log,nf1_meu,nadpop_log,nadpop_meu,ideal_log,ideal_meu
DTLZ7,9,9,8,"[np.float64(0.8776604748958293), np.float64(0.7502356544456268), np.float64(15.610145991146663)]","[np.float64(0.8776604533195496), np.float64(0.7502356767654419), np.float64(15.610145568847656)]","[np.float64(0.885301946612868), np.float64(0.7502356544456268), np.float64(15.713244728760488)]","[np.float64(0.885301947593689), np.float64(0.7502356767654419), np.float64(15.713244438171387)]","[np.float64(0.12146580245984048), np.float64(0.0049878811595462196), np.float64(12.279524324877071)]","[np.float64(0.12146580219268799), np.float64(0.004987881053239107), np.float64(12.279523849487305)]"
DTLZ7,10,10,10,"[np.float64(0.8776604748958293), np.float64(0.7502356544456268), np.float64(15.48993697067207)]","[np.float64(0.8776604533195496), np.float64(0.7502356767654419), np.float64(15.489936828613281)]","[np.float64(0.9552914707272098), np.float64(0.7502356544456268), np.float64(15.610145991146663)]","[np.float64(0.9552914500236511), np.float64(0.7502356767654419), np.float64(15.610145568847656)]","[np.float64(0.12146580245984048), np.float64(0.0049878811595462196), np.float64(11.477887810131174)]","[np.float64(0.12146580219268799), np.float64(0.004987881053239107), np.float64(11.477888107299805)]"
DTLZ7,11,13,13,"[np.float64(0.8779815285921673), np.float64(0.7502356544456268), np.float64(15.487414034048024)]","[np.float64(0.8779815435409546), np.float64(0.7502356767654419), np.float64(15.487414360046387)]","[np.float64(0.8779815285921673), np.float64(0.7502356544456268), np.float64(15.487414034048024)]","[np.float64(0.8779815435409546), np.float64(0.7502356767654419), np.float64(15.487414360046387)]","[np.float64(0.12146580245984048), np.float64(0.0049878811595462196), np.float64(11.512035307625922)]","[np.float64(0.12146580219268799), np.float64(0.004987881053239107), np.float64(11.512035369873047)]"
DTLZ7,12,12,12,"[np.float64(0.8779815285921673), np.float64(0.7502356544456268), np.float64(15.36484865196001)]","[np.float64(0.8779815435409546), np.float64(0.7502356767654419), np.float64(15.364849090576172)]","[np.float64(0.8779815285921673), np.float64(0.7502356544456268), np.float64(15.36484865196001)]","[np.float64(0.8779815435409546), np.float64(0.7502356767654419), np.float64(15.364849090576172)]","[np.float64(0.12146580245984048), np.float64(0.0049878811595462196), np.float64(12.003156564196729)]","[np.float64(0.12146580219268799), np.float64(0.004987881053239107), np.float64(12.003156661987305)]"
DTLZ7,13,9,9,"[np.float64(0.8779815285921673), np.float64(0.7502356544456268), np.float64(15.16640323818333)]","[np.float64(0.8779815435409546), np.float64(0.7502356767654419), np.float64(15.166402816772461)]","[np.float64(0.8779815285921673), np.float64(0.7502356544456268), np.float64(15.292044604274892)]","[np.float64(0.8779815435409546), np.float64(0.7502356767654419), np.float64(15.292044639587402)]","[np.float64(0.12146580245984048), np.float64(0.0049878811595462196), np.float64(11.759803465206227)]","[np.float64(0.12146580219268799), np.float64(0.004987881053239107), np.float64(11.759803771972656)]"
DTLZ7,14,9,9,"[np.float64(0.8794395029366396), np.float64(0.7429033987196534), np.float64(15.11404782737246)]","[np.float64(0.8794394731521606), np.float64(0.7429034113883972), np.float64(15.11404800415039)]","[np.float64(0.8794395029366396), np.float64(0.7502356544456268), np.float64(15.16640323818333)]","[np.float64(0.8794394731521606), np.float64(0.7502356767654419), np.float64(15.166402816772461)]","[np.float64(0.12146580245984048), np.float64(0.0049878811595462196), np.float64(9.272588922545786)]","[np.float64(0.12146580219268799), np.float64(0.004987881053239107), np.float64(9.272588729858398)]"
DTLZ7,15,11,11,"[np.float64(0.8794395029366397), np.float64(0.7429033987196534), np.float64(15.11404782737246)]","[np.float64(0.8794394731521606), np.float64(0.7429034113883972), np.float64(15.11404800415039)]","[np.float64(0.8794395029366397), np.float64(0.750351205141577), np.float64(15.131596756708692)]","[np.float64(0.8794394731521606), np.float64(0.7503511905670166), np.float64(15.131596565246582)]","[np.float64(0.12146580245984048), np.float64(0.0049878811595462196), np.float64(9.306713525281191)]","[np.float64(0.12146580219268799), np.float64(0.004987881053239107), np.float64(9.306713104248047)]"
DTLZ7,16,12,11,"[np.float64(0.8794395029366397), np.float64(0.7507713650360911), np.float64(15.11404782737246)]","[np.float64(0.8794394731521606), np.float64(0.7507713437080383), np.float64(15.11404800415039)]","[np.float64(0.8794395029366397), np.float64(0.7507713650360911), np.float64(15.131596756708692)]","[np.float64(0.8794394731521606), np.float64(0.7507713437080383), np.float64(15.131596565246582)]","[np.float64(0.12146580245984048), np.float64(0.0049878811595462196), np.float64(9.306713525281191)]","[np.float64(0.12146580219268799), np.float64(0.004987881053239107), np.float64(9.306713104248047)]"
DTLZ7,17,11,10,"[np.float64(0.8794395029366397), np.float64(0.749976124460918), np.float64(15.11404782737246)]","[np.float64(0.8794394731521606), np.float64(0.7499760985374451), np.float64(15.11404800415039)]","[np.float64(0.8794395029366397), np.float64(0.7508698389615248), np.float64(15.131596756708692)]","[np.float64(0.8794394731521606), np.float64(0.7508698105812073), np.float64(15.131596565246582)]","[np.float64(0.12146580245984048), np.float64(0.0049878811595462196), np.float64(9.267774137600469)]","[np.float64(0.12146580219268799), np.float64(0.004987881053239107), np.float64(9.26777458190918)]"
DTLZ7,18,12,11,"[np.float64(0.8794395029366397), np.float64(0.7508701755950203), np.float64(15.11404782737246)]","[np.float64(0.8794394731521606), np.float64(0.7508701682090759), np.float64(15.11404800415039)]","[np.float64(0.8794395029366397), np.float64(0.7508701755950203), np.float64(15.114579446838587)]","[np.float64(0.8794394731521606), np.float64(0.7508701682090759), np.float64(15.114579200744629)]","[np.float64(0.12146580245984048), np.float64(0.0049878811595462196), np.float64(9.225272915707901)]","[np.float64(0.12146580219268799), np.float64(0.004987881053239107), np.float64(9.225273132324219)]"
DTLZ7,19,12,11,"[np.float64(0.8794395029366397), np.float64(0.7508701755950203), np.float64(15.113158998090558)]","[np.float64(0.8794394731521606), np.float64(0.7508701682090759), np.float64(15.1131591796875)]","[np.float64(0.8794395029366397), np.float64(0.7508701755950203), np.float64(15.114020608716721)]","[np.float64(0.8794394731521606), np.float64(0.7508701682090759), np.float64(15.114020347595215)]","[np.float64(0.12146580245984048), np.float64(0.0049878811595462196), np.float64(9.172120169360937)]","[np.float64(0.12146580219268799), np.float64(0.004987881053239107), np.float64(9.172120094299316)]"
DTLZ7,20,11,11,"[np.float64(0.8794395029366397), np.float64(0.7508701755950203), np.float64(15.030801610858498)]","[np.float64(0.8794394731521606), np.float64(0.7508701682090759), np.float64(15.030801773071289)]","[np.float64(0.8794395029366397), np.float64(0.7508701755950203), np.float64(15.032664071763866)]","[np.float64(0.8794394731521606), np.float64(0.7508701682090759), np.float64(15.03266429901123)]","[np.float64(0.12146580245984048), np.float64(0.0049878811595462196), np.float64(9.172120169360937)]","[np.float64(0.12146580219268799), np.float64(0.004987881053239107), np.float64(9.172120094299316)]"
DTLZ7,21,10,10,"[np.float64(0.8794395029366397), np.float64(0.7508701755950203), np.float64(14.88138852123405)]","[np.float64(0.8794394731521606), np.float64(0.7508701682090759), np.float64(14.881388664245605)]","[np.float64(0.8794395029366397), np.float64(0.7508701755950203), np.float64(15.032664071763866)]","[np.float64(0.8794394731521606), np.float64(0.7508701682090759), np.float64(15.03266429901123)]","[np.float64(0.12146580245984048), np.float64(0.0049878811595462196), np.float64(9.172120169360937)]","[np.float64(0.12146580219268799), np.float64(0.004987881053239107), np.float64(9.172120094299316)]"
DTLZ7,22,11,11,"[np.float64(0.8794395029366397), np.float64(0.7508701755950203), np.float64(14.873295883036915)]","[np.float64(0.8794394731521606), np.float64(0.7508701682090759), np.float64(14.873295783996582)]","[np.float64(0.8794395029366397), np.float64(0.7508701755950203), np.float64(14.88138852123405)]","[np.float64(0.8794394731521606), np.float64(0.7508701682090759), np.float64(14.881388664245605)]","[np.float64(0.12146580245984048), np.float64(0.0049878811595462196), np.float64(9.172120169360937)]","[np.float64(0.12146580219268799), np.float64(0.004987881053239107), np.float64(9.172120094299316)]"
DTLZ7,23,12,12,"[np.float64(0.8794395029366397), np.float64(0.7508701755950203), np.float64(14.873295883036915)]","[np.float64(0.8794394731521606), np.float64(0.7508701682090759), np.float64(14.873295783996582)]","[np.float64(0.8794395029366397), np.float64(0.7508701755950203), np.float64(14.880480031821548)]","[np.float64(0.8794394731521606), np.float64(0.7508701682090759), np.float64(14.88047981262207)]","[np.float64(0.12146580245984048), np.float64(0.0049878811595462196), np.float64(9.172120169360937)]","[np.float64(0.12146580219268799), np.float64(0.004987881053239107), np.float64(9.172120094299316)]"
DTLZ7,24,11,11,"[np.float64(0.8794395029366397), np.float64(0.7508701755950203), np.float64(14.86571790687026)]","[np.float64(0.8794394731521606), np.float64(0.7508701682090759), np.float64(14.865717887878418)]","[np.float64(0.8794395029366397), np.float64(0.7508701755950203), np.float64(14.866611062645019)]","[np.float64(0.8794394731521606), np.float64(0.7508701682090759), np.float64(14.86661148071289)]","[np.float64(0.12146580245984048), np.float64(0.0049878811595462196), np.float64(9.172120169360937)]","[np.float64(0.12146580219268799), np.float64(0.004987881053239107), np.float64(9.172120094299316)]"
DTLZ7,25,11,11,"[np.float64(0.8794395029366397), np.float64(0.7508701755950203), np.float64(14.85939524654904)]","[np.float64(0.8794394731521606), np.float64(0.7508701682090759), np.float64(14.859395027160645)]","[np.float64(0.8794395029366397), np.float64(0.7508701755950205), np.float64(14.86571790687026)]","[np.float64(0.8794394731521606), np.float64(0.7508701682090759), np.float64(14.865717887878418)]","[np.float64(0.12146580245984048), np.float64(0.0049878811595462196), np.float64(9.172120169360937)]","[np.float64(0.12146580219268799), np.float64(0.004987881053239107), np.float64(9.172120094299316)]"
DTLZ7,26,11,11,"[np.float64(0.8794395029366397), np.float64(0.7508701755950203), np.float64(14.7455858454188)]","[np.float64(0.8794394731521606), np.float64(0.7508701682090759), np.float64(14.745585441589355)]","[np.float64(0.8794395029366397), np.float64(0.751406609376405), np.float64(14.86571790687026)]","[np.float64(0.8794394731521606), np.float64(0.7514066100120544), np.float64(14.865717887878418)]","[np.float64(0.12146580245984048), np.float64(0.0049878811595462196), np.float64(9.172120169360937)]","[np.float64(0.12146580219268799), np.float64(0.004987881053239107), np.float64(9.172120094299316)]"
DTLZ7,27,12,11,"[np.float64(0.8794395029366397), np.float64(0.751406609376405), np.float64(14.620980307155001)]","[np.float64(0.8794394731521606), np.float64(0.7508701682090759), np.float64(14.620980262756348)]","[np.float64(0.8794395029366397), np.float64(0.751406609376405), np.float64(14.625576013004142)]","[np.float64(0.8794394731521606), np.float64(0.7514066100120544), np.float64(14.62557601928711)]","[np.float64(0.12146580245984048), np.float64(0.0049878811595462196), np.float64(9.172120169360937)]","[np.float64(0.12146580219268799), np.float64(0.004987881053239107), np.float64(9.172120094299316)]"
DTLZ7,28,11,11,"[np.float64(0.8794395029366397), np.float64(0.7988375489911164), np.float64(14.620980307155001)]","[np.float64(0.8794394731521606), np.float64(0.7988375425338745), np.float64(14.620980262756348)]","[np.float64(0.8794395029366397), np.float64(0.7988375489911164), np.float64(14.625576013004142)]","[np.float64(0.8794394731521606), np.float64(0.7988375425338745), np.float64(14.62557601928711)]","[np.float64(0.12146580245984048), np.float64(0.0049878811595462196), np.float64(8.822393324320256)]","[np.float64(0.12146580219268799), np.float64(0.004987881053239107), np.float64(8.822393417358398)]"
DTLZ7,29,11,11,"[np.float64(0.8794395029366397), np.float64(0.7988375489911164), np.float64(14.488370018550699)]","[np.float64(0.8794394731521606), np.float64(0.7988375425338745), np.float64(14.488369941711426)]","[np.float64(0.8794395029366397), np.float64(0.7988375489911164), np.float64(14.625576013004142)]","[np.float64(0.8794394731521606), np.float64(0.7988375425338745), np.float64(14.62557601928711)]","[np.float64(0.12146580245984048), np.float64(0.0049878811595462196), np.float64(8.822393324320256)]","[np.float64(0.12146580219268799), np.float64(0.004987881053239107), np.float64(8.822393417358398)]"
DTLZ7,30,12,13,"[np.float64(0.8794395029366397), np.float64(0.7985446658800658), np.float64(14.264498017560713)]","[np.float64(0.8794394731521606), np.float64(0.7985446453094482), np.float64(14.264497756958008)]","[np.float64(0.8794395029366397), np.float64(0.7985446658800658), np.float64(14.472645669732955)]","[np.float64(0.8794394731521606), np.float64(0.7985446453094482), np.float64(14.47264575958252)]","[np.float64(0.1500455104187974), np.float64(0.0049878811595462196), np.float64(8.566441783059773)]","[np.float64(0.1500455141067505), np.float64(0.004987881053239107), np.float64(8.566441535949707)]"
DTLZ7,31,12,12,"[np.float64(0.8794395029366397), np.float64(0.7985446658800658), np.float64(14.264498017560713)]","[np.float64(0.8794394731521606), np.float64(0.7985446453094482), np.float64(14.264497756958008)]","[np.float64(0.8794395029366397), np.float64(0.7985446658800658), np.float64(14.279237100786588)]","[np.float64(0.8794394731521606), np.float64(0.7985446453094482), np.float64(14.279236793518066)]","[np.float64(0.1500455104187974), np.float64(0.0049878811595462196), np.float64(8.566441783059773)]","[np.float64(0.1500455141067505), np.float64(0.004987881053239107), np.float64(8.566441535949707)]"
DTLZ7,32,12,12,"[np.float64(0.8794395029366397), np.float64(0.7985446658800658), np.float64(14.264498017560713)]","[np.float64(0.8794394731521606), np.float64(0.7985446453094482), np.float64(14.264497756958008)]","[np.float64(0.8794395029366397), np.float64(0.7985446658800658), np.float64(14.264498017560713)]","[np.float64(0.8794394731521606), np.float64(0.7985446453094482), np.float64(14.264497756958008)]","[np.float64(0.1500455104187974), np.float64(0.0049878811595462196), np.float64(8.550739643383746)]","[np.float64(0.1500455141067505), np.float64(0.004987881053239107), np.float64(8.550739288330078)]"
DTLZ7,33,11,11,"[np.float64(0.8794395029366397), np.float64(0.7985446658800658), np.float64(14.256676989825646)]","[np.float64(0.8794394731521606), np.float64(0.7985446453094482), np.float64(14.25667667388916)]","[np.float64(0.8794395029366397), np.float64(0.7985446658800658), np.float64(14.256965786432469)]","[np.float64(0.8794394731521606), np.float64(0.7985446453094482), np.float64(14.256965637207031)]","[np.float64(0.153255378922918), np.float64(0.0049878811595462196), np.float64(8.550739643383746)]","[np.float64(0.1532553732395172), np.float64(0.004987881053239107), np.float64(8.550739288330078)]"
